Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,New_Price
Honda Brio S Option MT,2012,79000,Petrol,Manual,First,18.4 kmpl,1198 CC,86.8 bhp,5,"$3,502.42 ",
Maruti Ciaz ZDi Plus SHVS,2015,40500,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,"$8,574.88 ",
Maruti Swift Dzire VDI Optional,2016,23000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,"$8,514.49 ",
Honda CR-V 2.4L 4WD AT,2015,63050,Petrol,Automatic,First,11.1 kmpl,2354 CC,158.8 bhp,5,"$21,135.27 ",
Toyota Corolla Altis 2008-2013 1.8 VL AT,2008,78000,Petrol,Automatic,Second,14.53 kmpl,1794 CC,138.1 bhp,5,"$4,118.36 ",
Maruti Baleno Vxi,2005,70000,Petrol,Manual,First,0.0 kmpl,1590 CC,null bhp,5,"$1,570.05 ",
Honda City 1.5 V MT,2012,66245,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,"$6,859.90 ",
Mahindra Scorpio LX BS IV,2007,74112,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,9,"$4,951.69 ",
Skoda Laura 1.8 TSI Ambiente,2011,87670,Petrol,Manual,First,13.4 kmpl,1798 CC,157.8 bhp,5,"$4,830.92 ",
BMW 3 Series 320d Sport Line,2015,10000,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5,"$36,231.88 ",
Maruti SX4 Zxi BSIII,2007,62493,Petrol,Manual,First,15.0 kmpl,1586 CC,104.68 bhp,5,"$2,173.91 ",
Maruti Ciaz VXi Plus,2015,44620,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5,"$8,369.57 ",
Land Rover Range Rover 3.6 TDV8 Vogue SE Diesel,2012,66538,Diesel,Automatic,First,10.2 kmpl,4367 CC,308 bhp,7,"$84,541.06 ",
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2013,60000,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,7,"$9,541.06 ",
Hyundai Santro Xing GL,2011,20842,Petrol,Manual,First,0.0 kmpl,1086 CC,62 bhp,5,"$3,357.49 ",
Hyundai Santa Fe 4WD AT,2014,110000,Diesel,Automatic,First,13.01 kmpl,2199 CC,194.3 bhp,7,"$17,391.30 ",
Mercedes-Benz New C-Class C250 Avantgarde,2011,45000,Petrol,Automatic,Second,11.74 kmpl,1796 CC,186 bhp,5,"$16,304.35 ",
Maruti Wagon R LXI CNG,2014,40000,CNG,Manual,Second,26.6 km/kg,998 CC,58.16 bhp,5,"$3,804.35 ",
Maruti Alto LXi,2012,49008,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,"$3,478.26 ",
Maruti Alto 800 2016-2019 LXI,2016,31000,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5,"$2,596.62 ",
Nissan Sunny 2011-2014 XV,2013,8000,Petrol,Manual,First,16.95 kmpl,1498 CC,97.7 bhp,5,"$4,528.99 ",
Maruti Alto 800 2016-2019 VXI,2019,171,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5,"$4,347.83 ",
Maruti Alto K10 VXI,2018,2100,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5,"$4,347.83 ","$5,229.47 "
Hyundai Grand i10 1.2 Kappa Sportz AT,2018,20667,Petrol,Automatic,First,18.9 kmpl,1197 CC,81.86 bhp,5,"$9,118.36 ","$10,422.71 "
Honda Mobilio S i DTEC,2015,50000,Diesel,Manual,First,24.2 kmpl,1498 CC,98.6 bhp,7,"$5,676.33 ",
Tata Manza Aqua Quadrajet,2010,100030,Diesel,Manual,Second,18.8 kmpl,1248 CC,90 bhp,5,"$1,932.37 ",
Chevrolet Optra Magnum 2.0 LT,2011,75372,Diesel,Manual,First,16.52 kmpl,1991 CC,123.7 bhp,5,"$4,033.82 ",
Honda City i VTEC CVT VX,2016,60475,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5,"$10,990.34 ",
Hyundai Grand i10 1.2 Kappa Sportz,2019,18453,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,"$7,451.69 ","$8,067.63 "
Hyundai Verna CRDi 1.6 SX,2008,96578,Diesel,Manual,First,22.0 kmpl,1582 CC,126.2 bhp,5,"$3,019.32 ","$16,992.75 "
Nissan Micra XL,2016,31001,Petrol,Manual,First,18.44 kmpl,1198 CC,75 bhp,5,"$3,623.19 ",
Hyundai Verna 1.6 SX,2012,65900,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5,"$6,944.44 ",
Hyundai Creta 1.6 VTVT E Plus,2017,26246,Petrol,Manual,First,15.29 kmpl,1591 CC,121.3 bhp,5,"$12,983.09 ",
Maruti Wagon R VXI BS IV,2013,62700,Petrol,Manual,Second,20.51 kmpl,998 CC,67.04 bhp,5,"$3,442.03 ",
Honda Accord 2.4 Elegance A/T,2008,90000,Petrol,Automatic,First,10.2 kmpl,2354 CC,180 bhp,5,"$7,850.24 ",
Honda City 1.5 S AT,2016,36000,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5,"$11,413.04 ",
Maruti Baleno Alpha 1.3,2016,46000,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,5,"$8,152.17 ",
Honda City i DTec V,2017,73003,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,"$9,359.90 ",
Hyundai i20 Era 1.4 CRDi,2014,46566,Diesel,Manual,First,22.54 kmpl,1396 CC,88.76 bhp,5,"$5,314.01 ",
Mercedes-Benz E-Class 2015-2017 E350 Edition E,2015,41493,Diesel,Automatic,First,13.0 kmpl,2987 CC,265 bhp,5,"$50,724.64 ",
Nissan Terrano XV 110 PS,2014,103788,Diesel,Manual,First,19.01 kmpl,1461 CC,108.5 bhp,5,"$6,847.83 ",
Renault Duster 110PS Diesel RxZ AMT,2016,45000,Diesel,Automatic,First,19.6 kmpl,1461 CC,108.45 bhp,5,"$13,888.89 ","$18,176.33 "
Maruti Wagon R LXI Minor,2009,120000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,"$2,041.06 ",
Hyundai Getz 1.5 CRDi GVS,2009,97359,Diesel,Manual,Second,17.1 kmpl,1493 CC,110 bhp,5,"$2,173.91 ",
Maruti Ritz LXi,2016,62000,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,5,"$3,864.73 ",
Honda City 1.5 GXI,2004,115000,Petrol,Manual,Second,0.0 kmpl,,,,"$1,811.59 ",
BMW 5 Series 520d Sport Line,2019,18373,Diesel,Automatic,First,22.48 kmpl,1995 CC,187.74 bhp,5,"$55,386.47 ",
Volkswagen Polo 1.2 MPI Highline,2016,60453,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5,"$6,159.42 ",
Maruti Swift VDI BSIV,2013,37000,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5,"$5,857.49 ",
Ford Figo Petrol ZXI,2010,69009,Petrol,Manual,Second,15.6 kmpl,1196 CC,70 bhp,5,"$2,898.55 ",
BMW 3 Series 320d Luxury Line,2013,30000,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5,"$26,570.05 ",
Hyundai Verna 1.6 SX CRDi (O),2012,70707,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5,"$5,169.08 ",
Renault Duster 85PS Diesel RxL,2015,64677,Diesel,Manual,First,20.45 kmpl,1461 CC,83.8 bhp,5,"$6,847.83 ",
Hyundai Grand i10 1.2 Kappa Magna AT,2018,3000,Petrol,Automatic,First,18.9 kmpl,1197 CC,81.86 bhp,5,"$7,487.92 ","$9,637.68 "
BMW X1 sDrive20d,2013,49000,Diesel,Automatic,Second,17.05 kmpl,1995 CC,184 bhp,5,"$17,500.00 ",
Maruti Ritz VDi,2010,71000,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5,"$3,623.19 ",
Hyundai i10 Era 1.1 iTech SE,2010,52000,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,5,"$2,717.39 ",
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,2016,35659,Diesel,Automatic,First,15.97 kmpl,2993 CC,258 bhp,7,"$52,874.40 ",
Honda City V MT Exclusive,2019,5377,Petrol,Manual,First,16.8 kmpl,1497 CC,116.3 bhp,5,"$13,828.50 ",
Mahindra Ssangyong Rexton RX7,2014,65000,Diesel,Automatic,First,11.18 kmpl,2696 CC,184 bhp,7,"$12,681.16 ",
Ford Ecosport 1.5 DV5 MT Titanium Optional,2015,92708,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,"$9,033.82 ",
Maruti Alto LXi,2010,48105,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,"$3,743.96 ",
Volkswagen Polo 1.2 MPI Highline,2011,46759,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5,"$3,079.71 ",
Volkswagen Polo Diesel Comfortline 1.2L,2013,62000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5,"$4,227.05 ",
Volkswagen Polo Diesel Highline 1.2L,2012,35175,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5,"$3,128.02 ",
Maruti Ertiga ZDI,2013,70000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7,"$6,582.13 ",
Ford EcoSport 1.5 TDCi Ambiente,2017,30000,Diesel,Manual,First,22.77 kmpl,1498 CC,98.59 bhp,5,"$7,246.38 ",
Toyota Innova Crysta 2.8 ZX AT,2016,66618,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7,"$18,707.73 ","$29,975.85 "
BMW 5 Series 523i Sedan,2010,69300,Petrol,Automatic,Second,10.8 kmpl,2497 CC,150 bhp,5,"$15,096.62 ",
Maruti Swift Dzire Tour LDI,2017,148000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,"$5,736.72 ",
Ford Ecosport 1.0 Ecoboost Platinum Edition,2017,22000,Petrol,Manual,First,18.88 kmpl,999 CC,123.24 bhp,5,"$9,480.68 ",
Hyundai Verna CRDi SX,2013,75000,Diesel,Manual,First,16.8 kmpl,1493 CC,110 bhp,5,"$7,246.38 ",
Tata Zest Revotron 1.2T XM,2016,43706,Petrol,Manual,First,17.57 kmpl,1193 CC,88.7 bhp,5,"$4,830.92 ","$9,214.98 "
Audi A7 2011-2015 3.0 TDI Quattro,2011,42000,Diesel,Automatic,First,14.4 kmpl,2967 CC,241.4 bhp,5,"$34,722.22 ",
Tata Indica Vista Quadrajet VX,2012,65000,Diesel,Manual,First,22.3 kmpl,1248 CC,74 bhp,5,"$3,019.32 ",
Maruti Swift Dzire VDI,2015,76128,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,"$6,642.51 ",
Fiat Linea Emotion,2010,39852,Petrol,Manual,First,16.0 kmpl,1368 CC,90 bhp,5,"$1,920.29 ",
Hyundai i20 1.2 Spotz,2017,18673,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,"$7,512.08 ",
Hyundai EON Era Plus,2016,11583,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,"$3,321.26 ",
Hyundai Santro Xing XL,2007,82000,Petrol,Manual,Second,0.0 kmpl,1086 CC,null bhp,5,"$1,630.43 ",
Mercedes-Benz GLA Class 200 CDI SPORT,2017,50000,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5,"$30,193.24 ",
Maruti Celerio VXI,2014,77000,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5,"$3,381.64 ",
Chevrolet Beat LT,2014,54890,Petrol,Manual,Second,17.8 kmpl,1199 CC,76.8 bhp,5,"$2,958.94 ",
Honda Jazz 1.2 V AT i VTEC Privilege,2016,21000,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,5,"$7,669.08 ",
BMW 3 Series 320d Highline,2009,58557,Diesel,Automatic,Third,16.07 kmpl,1995 CC,181 bhp,5,"$9,661.84 ",
Renault Duster 110PS Diesel RxL,2014,70000,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5,"$9,963.77 ",
Ford Figo 2015-2019 1.5P Titanium AT,2017,16000,Petrol,Automatic,First,17.01 kmpl,1499 CC,110.4 bhp,5,"$7,185.99 ",
Toyota Innova Crysta 2.4 VX MT,2018,8899,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7,"$24,057.97 ","$27,608.70 "
Chevrolet Beat Diesel LS,2016,83629,Diesel,Manual,First,25.44 kmpl,936 CC,56.3 bhp,5,"$3,804.35 ",
Volkswagen Polo GTI,2014,35059,Petrol,Automatic,First,17.21 kmpl,1798 CC,189 bhp,4,"$6,944.44 ",
Ford Endeavour 3.2 Trend AT 4X4,2018,30552,Diesel,Automatic,First,10.91 kmpl,3198 CC,197.2 bhp,7,"$39,178.74 ",
Hyundai Verna 1.6 SX CRDI (O) AT,2016,44875,Diesel,Automatic,Second,22.32 kmpl,1582 CC,126.32 bhp,5,"$9,673.91 ",
Ford Figo 2015-2019 1.2P Titanium Opt MT,2017,25095,Petrol,Manual,First,18.16 kmpl,1196 CC,86.8 bhp,5,"$7,826.09 ",
Maruti 800 AC,2007,59000,Petrol,Manual,First,16.1 kmpl,796 CC,37 bhp,4,$905.80 ,
Honda City i DTEC V,2014,36000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,"$6,038.65 ",
Mahindra XUV500 W8 2WD,2012,37000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,"$9,359.90 ",
Ford Figo Diesel ZXI,2010,90000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5,"$3,140.10 ",
Ford EcoSport 1.5 Petrol Titanium,2018,17000,Petrol,Manual,First,17.0 kmpl,1497 CC,121.36 bhp,5,"$11,111.11 ","$13,357.49 "
Hyundai i20 Asta 1.2,2015,42575,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,"$6,099.03 ",
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2012,131000,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,7,"$11,594.20 ",
Renault Duster 85PS Diesel RxL Optional,2013,74000,Diesel,Manual,First,20.46 kmpl,1461 CC,83.8 bhp,5,"$6,642.51 ",
Toyota Innova 2.5 VX (Diesel) 8 Seater,2013,47234,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,8,"$11,292.27 ",
Honda City 1.5 S MT,2009,231673,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,"$3,140.10 ",
Maruti Alto K10 VXI,2016,10000,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5,"$4,227.05 ","$5,471.01 "
Nissan Micra Active XL Petrol,2016,49389,Petrol,Manual,First,19.49 kmpl,1198 CC,67.04 bhp,5,"$5,144.93 ",
Maruti Celerio VXI AT,2016,12000,Petrol,Automatic,Second,23.1 kmpl,998 CC,67.04 bhp,5,"$5,132.85 ",
Mercedes-Benz New C-Class 200 Kompressor,2010,65000,Petrol,Manual,Second,11.7 kmpl,1796 CC,178 bhp,5,"$14,190.82 ",
Ford Fiesta Diesel Style,2013,177000,Diesel,Manual,First,23.5 kmpl,1498 CC,88.7 bhp,5,"$4,227.05 ",
Hyundai Verna 1.6 VTVT S,2015,89000,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5,"$9,057.97 ",
Hyundai i20 1.4 Asta (AT),2009,72000,Petrol,Automatic,Third,15.0 kmpl,1396 CC,100 bhp,5,"$3,925.12 ",
Maruti Swift Dzire VXi,2012,49000,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5,"$5,917.87 ",
Mercedes-Benz New C-Class C 220CDIBE Avantgarde Command,2014,51355,Diesel,Automatic,First,14.84 kmpl,2143 CC,170 bhp,5,"$32,608.70 ",
Hyundai Elite i20 Petrol Asta,2017,13460,Petrol,Manual,First,18.6 kmpl,1197 CC,81.86 bhp,5,"$10,760.87 ",
Hyundai Verna 1.6 VTVT EX AT,2014,35642,Petrol,Automatic,First,17.01 kmpl,1591 CC,121.4 bhp,5,"$8,079.71 ",
Chevrolet Cruze LTZ,2014,52895,Diesel,Manual,First,17.3 kmpl,1998 CC,163.7 bhp,5,"$7,270.53 ",
Toyota Corolla Altis 1.8 G,2010,93000,Petrol,Manual,First,14.28 kmpl,1798 CC,138.03 bhp,5,"$5,434.78 ","$23,417.87 "
Maruti A-Star Vxi,2011,70000,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,5,"$2,415.46 ",
Nissan Micra Diesel XV Premium,2012,32048,Diesel,Manual,First,23.08 kmpl,1461 CC,63.1 bhp,5,"$2,898.55 ",
Tata Nano LX,2013,4700,Petrol,Manual,First,25.4 kmpl,624 CC,37.48 bhp,4,"$1,449.28 ",
Maruti Swift Dzire Tour LDI,2014,71800,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,"$3,502.42 ",
Land Rover Range Rover Sport 2005 2012 Sport,2008,69078,Petrol,Manual,First,0.0 kmpl,,,,"$49,371.98 ",
Audi Q3 2.0 TDI Quattro,2016,45000,Diesel,Automatic,First,17.32 kmpl,1968 CC,184 bhp,5,"$32,608.70 ",
Honda Amaze VX i-DTEC,2016,15388,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,"$9,057.97 ",
Chevrolet Optra 1.6 LS,2004,98798,Petrol,Manual,First,14.7 kmpl,1599 CC,104 bhp,5,"$1,811.59 ",
Audi Q5 2.0 TDI Premium Plus,2016,43000,Diesel,Automatic,First,14.16 kmpl,1968 CC,174.3 bhp,5,"$47,705.31 ",
Maruti Ritz VDi,2012,85112,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,"$4,094.20 ",
Mahindra Scorpio S6 7 Seater,2018,37804,Diesel,Manual,First,15.4 kmpl,2179 CC,120 bhp,7,"$14,975.85 ",
Maruti Ciaz ZDi SHVS,2014,45000,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,"$8,272.95 ",
Toyota Corolla Altis Aero D 4D J,2011,116000,Diesel,Manual,Second,21.43 kmpl,1364 CC,138 bhp,5,"$6,944.44 ",
Tata Indica V2 eLS,2015,100073,Diesel,Manual,Second,25.0 kmpl,1396 CC,69 bhp,5,"$2,415.46 ",
Maruti 800 Std BSIII,2006,165000,Petrol,Manual,First,16.1 kmpl,796 CC,37 bhp,4,"$1,086.96 ",
Volkswagen Polo 1.2 MPI Highline,2015,22000,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5,"$4,589.37 ",
Hyundai Elantra 2.0 SX Option AT,2017,9500,Petrol,Automatic,First,14.62 kmpl,1999 CC,149.92 bhp,5,"$19,746.38 ","$26,292.27 "
Toyota Fortuner 4x2 4 Speed AT,2012,152000,Diesel,Automatic,First,11.5 kmpl,2982 CC,169 bhp,7,"$19,927.54 ",
Maruti Baleno Zeta 1.2,2019,17705,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,"$10,507.25 ",
Maruti Baleno Zeta 1.2,2016,12000,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,"$7,367.15 ",
Mini Cooper Countryman D,2013,51000,Diesel,Automatic,First,23.8 kmpl,1998 CC,112 bhp,5,"$26,497.58 ",
Mercedes-Benz S Class 2005 2013 320 CDI,2009,42000,Diesel,Automatic,Second,13.0 kmpl,2987 CC,210 bhp,5,"$26,570.05 ",
Maruti Alto K10 LXI,2015,51000,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5,"$3,200.48 ",
Maruti Swift VXI Optional,2017,42527,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5,"$6,364.73 ",
Chevrolet Sail LT ABS,2014,45000,Diesel,Manual,First,22.1 kmpl,1248 CC,74 bhp,5,"$2,995.17 ",
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2011,70000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,"$7,246.38 ",
Toyota Fortuner 3.0 Diesel,2009,92000,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7,"$10,748.79 ",
BMW 3 Series 320d Sport Line,2012,57156,Diesel,Automatic,Second,18.88 kmpl,1995 CC,184 bhp,5,"$21,739.13 ",
Skoda Octavia Ambition 1.4 TSI MT,2016,53211,Petrol,Manual,First,16.8 kmpl,1395 CC,138.02 bhp,5,"$14,057.97 ",
Toyota Fortuner 3.0 Diesel,2019,80000,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7,"$10,857.49 ",
Volkswagen Jetta 2007-2011 1.9 Highline TDI,2009,74000,Diesel,Automatic,First,15.5 kmpl,1896 CC,105 bhp,5,"$6,340.58 ",
Hyundai i20 1.4 CRDi Asta,2011,37000,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5,"$3,562.80 ",
Tata Manza Club Class Quadrajet90 LX,2013,64000,Diesel,Manual,Second,21.02 kmpl,1248 CC,88.76 bhp,5,"$3,200.48 ",
Volkswagen Vento Petrol Highline,2013,57197,Petrol,Manual,First,15.04 kmpl,1598 CC,103.6 bhp,5,"$4,830.92 ",
Hyundai Creta 1.6 SX Automatic Diesel,2016,55000,Diesel,Automatic,First,17.6 kmpl,1582 CC,126.2 bhp,5,"$15,096.62 ","$22,161.84 "
Maruti Ritz VXI,2014,33000,Petrol,Manual,First,21.1 kmpl,1197 CC,85.80 bhp,5,"$3,925.12 ",
Honda CR-V 2.0L 2WD MT,2008,70000,Petrol,Manual,First,13.1 kmpl,1997 CC,141.1 bhp,5,"$4,830.92 ",
Mahindra XUV500 W8 2WD,2012,75000,Diesel,Manual,Second,15.1 kmpl,2179 CC,140 bhp,7,"$7,548.31 ",
Volkswagen Ameo 1.5 TDI Comfortline,2016,58095,Diesel,Manual,First,21.66 kmpl,1498 CC,108.62 bhp,5,"$7,004.83 ","$11,099.03 "
Tata Zest Revotron 1.2 XT,2015,7445,Petrol,Manual,First,17.57 kmpl,1193 CC,88.7 bhp,5,"$6,038.65 ","$9,770.53 "
Jaguar XJ 3.0L Portfolio LWB,2016,17652,Diesel,Automatic,First,12.9 kmpl,2993 CC,270.88 bhp,5,"$70,929.95 ",
Toyota Corolla Altis 1.8 VL CVT,2018,28321,Petrol,Automatic,First,14.28 kmpl,1798 CC,138.03 bhp,5,"$21,123.19 ","$28,079.71 "
Maruti A-Star Vxi,2011,69000,Petrol,Manual,Second,19.0 kmpl,998 CC,66.1 bhp,5,"$2,355.07 ",
Honda Accord VTi-L (AT),2007,80000,Petrol,Automatic,First,11.1 kmpl,2354 CC,142 bhp,5,"$3,623.19 ",
Hyundai i20 Asta (o),2014,42365,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,"$6,642.51 ",
Toyota Fortuner 4x2 AT,2013,123000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7,"$19,927.54 ",
Mercedes-Benz New C-Class C 200 CGI Avantgarde,2011,40000,Petrol,Automatic,Second,11.74 kmpl,1796 CC,186 bhp,5,"$17,512.08 ",
Maruti Baleno Alpha 1.3,2016,30112,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,5,"$9,408.21 ",
Maruti Ertiga VDI,2017,43775,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7,"$9,987.92 ",
Land Rover Range Rover Sport SE,2019,26013,Diesel,Automatic,First,12.65 kmpl,2993 CC,255 bhp,5,"$117,234.30 ","$1,678.74 "
Chevrolet Optra Magnum 1.6 LT ABS BS3,2012,56000,Petrol,Manual,First,12.9 kmpl,1598 CC,102.5 bhp,5,"$2,596.62 ",
Honda Civic 2006-2010 1.8 V AT,2008,95000,Petrol,Automatic,Second,12.9 kmpl,1799 CC,130 bhp,5,"$3,623.19 ",
BMW X3 xDrive20d,2014,41089,Diesel,Automatic,First,16.09 kmpl,1995 CC,184 bhp,5,"$34,770.53 ",
Skoda Laura Ambition 2.0 TDI CR AT,2011,41988,Diesel,Automatic,First,20.0 kmpl,1968 CC,138.1 bhp,5,"$6,582.13 ",
Maruti Swift Dzire VDI,2013,72486,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,"$4,770.53 ",
Volvo V40 Cross Country D3,2013,92000,Diesel,Automatic,First,23.3 kmpl,1984 CC,150 bhp,5,"$19,323.67 ",
Maruti Swift Dzire ZXi,2013,40000,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5,"$5,132.85 ",
Land Rover Range Rover 2.2L Pure,2014,56000,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5,"$41,666.67 ",
Honda Accord 2.4 AT,2008,125000,Petrol,Automatic,Third,11.7 kmpl,2354 CC,177.6 bhp,5,"$3,140.10 ",
Toyota Innova 2.5 G (Diesel) 8 Seater,2017,29219,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,8,"$16,280.19 ",
Toyota Fortuner 4x4 MT,2018,39927,Diesel,Manual,First,12.55 kmpl,2982 CC,168.5 bhp,7,"$38,768.12 ",
Honda Jazz 1.2 E i VTEC,2018,38593,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5,"$7,451.69 ",
Honda City 1.5 V MT,2015,32000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,"$6,642.51 ",
Maruti Dzire AMT ZDI Plus,2017,28226,Diesel,Automatic,First,28.4 kmpl,1248 CC,73.75 bhp,5,"$11,050.72 ","$13,913.04 "
Nissan Sunny 2011-2014 Diesel XL,2014,95000,Diesel,Manual,First,21.64 kmpl,1461 CC,84.8 bhp,5,"$5,434.78 ",
Toyota Innova 2.5 G (Diesel) 8 Seater,2014,194000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,8,"$12,681.16 ",
Honda Brio S MT,2016,14821,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,"$6,485.51 ",
Volkswagen Vento Petrol Trendline,2012,52000,Petrol,Manual,First,15.04 kmpl,1598 CC,103.6 bhp,5,"$6,582.13 ",
Mahindra XUV500 W4,2016,33000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,"$11,171.50 ",
Ford EcoSport 1.5 Diesel Titanium Plus,2016,29200,Diesel,Manual,First,23.0 kmpl,1498 CC,98.96 bhp,5,"$9,299.52 ","$15,978.26 "
Skoda Yeti Ambition 4X2,2012,99754,Diesel,Manual,First,17.72 kmpl,1968 CC,108.49 bhp,5,"$9,649.76 ",
Hyundai i10 Sportz,2012,49000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,"$3,623.19 ",
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2005,299322,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,"$4,830.92 ",
Tata Zest Quadrajet 1.3 XT,2018,38310,Diesel,Manual,First,20.65 kmpl,1248 CC,88.7 bhp,5,"$8,079.71 ","$12,149.76 "
Maruti Swift VDI,2014,56000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,"$5,132.85 ",
Skoda Rapid 1.5 TDI AT Style,2017,31300,Diesel,Automatic,First,21.72 kmpl,1498 CC,108.4 bhp,5,"$12,681.16 ","$18,526.57 "
Toyota Innova Crysta 2.4 VX MT 8S,2019,11241,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,8,"$27,234.30 ","$28,997.58 "
Hyundai Verna 1.6 SX VTVT,2014,48000,Petrol,Manual,Second,17.01 kmpl,1591 CC,121.3 bhp,5,"$6,280.19 ",
